organism,complete_buscos,single_copy_buscos,fragmented_buscos,missing_buscos
GCA_949124055.1_AEG.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_001645015.2_AAFC_TiDAOMC236416_2_genomic.fna,653,651,28,77
GCA_016809505.1_ASM1680950v1_genomic.fna,721,719,2,35
GCA_030036315.2_CFC_HP.nuclear_genome_genomic.fna,665,164,4,89
GCA_029618225.1_ASM2961822v1_genomic.fna,748,747,5,5
GCA_019924025.1_ASM1992402v1_genomic.fna,612,255,105,41
GCA_022832045.1_ASM2283204v1_genomic.fna,747,745,4,7
GCA_024761825.1_ASM2476182v1_genomic.fna,617,199,95,46
GCA_000616985.1_Tric_raub_CBS_202_88_V2_genomic.fna,747,733,3,8
GCA_027627235.1_Agrocybe_chaxingu_MP-N11_reassembly_genomic.fna,666,664,48,44
GCA_018397855.1_ASM1839785v1_genomic.fna,717,613,9,32
GCA_019633465.1_Tulasn417_1.0_genomic.fna,446,396,125,187
GCA_000978045.2_Sc_YJM1463_v1_genomic.fna,733,716,1,24
GCA_027579525.1_UCR_CofuCBS102833_1.0_genomic.fna,477,463,113,168
GCA_002008085.1_ASM200808v1_genomic.fna,711,709,11,36
GCA_020501135.1_ASM2050113v1_genomic.fna,745,744,7,6
GCA_947370695.2_ASB_HP2.nuclear_genome_genomic.fna,724,708,1,33
GCA_032988165.1_ASM3298816v1_genomic.fna,747,746,2,9
GCA_020501715.1_ASM2050171v1_genomic.fna,744,743,7,7
GCA_038363915.1_ASM3836391v1_genomic.fna,743,740,7,8
GCA_001632345.1_Daequ1_genomic.fna,725,723,7,26
GCA_028827375.1_ASM2882737v1_genomic.fna,731,725,15,12
GCA_022376655.1_XyFL0641_1_genomic.fna,738,730,3,17
GCA_028023995.1_ASM2802399v1_genomic.fna,753,752,2,3
GCA_022343325.1_CAIQ.LN.1_genomic.fna,747,745,2,9
GCA_029618165.1_ASM2961816v1_genomic.fna,745,744,4,9
GCA_000976065.2_Sc_YJM456_v1_genomic.fna,733,711,1,24
GCA_020500695.1_ASM2050069v1_genomic.fna,747,746,5,6
GCA_022606115.1_Hexnit1_genomic.fna,731,727,11,16
GCA_006981975.1_ASM698197v1_genomic.fna,749,746,2,7
GCA_030061385.1_Pva_DTO21C3_1_genomic.fna,748,742,2,8
GCA_000150145.1_ASM15014v1_genomic.fna,748,747,6,4
GCA_027604305.1_ASM2760430v1_genomic.fna,602,592,56,100
GCA_020568765.1_ASM2056876v1_genomic.fna,747,745,6,5
GCA_004000155.1_ASM400015v1_genomic.fna,126,119,37,595
GCA_033296875.1_Achma1_genomic.fna,748,745,0,10
GCA_000385875.2_Annc_alge_insect_USDA_JJB_V2_genomic.fna,127,124,29,602
GCA_038380875.1_Phcitr1_genomic.fna,745,744,4,9
GCA_028024505.1_ASM2802450v1_genomic.fna,753,752,2,3
GCA_024704255.1_ASM2470425v1_genomic.fna,744,742,7,7
GCA_911197295.1_Psal_CBS135407_genomic.fna,746,742,3,9
GCA_000976095.2_Sc_YJM470_v1_genomic.fna,733,716,1,24
GCA_935541525.1_CLIB1423v1_genomic.fna,729,725,3,26
GCA_005059845.1_ASM505984v1_genomic.fna,740,420,9,9
GCA_027924005.1_AnigIFM60653_1.0_genomic.fna,747,745,1,10
GCA_020503665.1_ASM2050366v1_genomic.fna,744,743,7,7
GCA_001445615.2_Alt_assembly01_genomic.fna,746,745,3,9
GCA_001563735.1_ASM156373v1_genomic.fna,715,698,10,33
GCA_949610675.1_PK060005_genomic.fna,676,673,9,73
GCA_035926115.1_ASM3592611v1_genomic.fna,758,81,0,0
GCA_000977715.4_Sc_YJM1417_v1_genomic.fna,733,717,1,24
GCA_022578705.1_XylFL1019_genomic.fna,744,742,1,13
GCA_023137805.1_ASM2313780v1_genomic.fna,745,743,3,10
GCA_032206225.1_FOAM13_A1_genomic.fna,750,743,2,6
GCA_020573765.1_ASM2057376v1_genomic.fna,747,745,6,5
GCA_024761965.1_ASM2476196v1_genomic.fna,574,288,117,67
GCA_024741835.1_ASM2474183v1_genomic.fna,746,745,5,7
GCA_900074885.1_version_1_genomic.fna,754,752,2,2
GCA_027923745.1_AnigIFM50267_1.0_genomic.fna,749,747,0,9
GCA_038025125.1_Pcit120373_genomic.fna,754,753,0,4
GCA_020499225.1_ASM2049922v1_genomic.fna,744,743,7,7
GCA_029542885.1_ASM2954288v1_genomic.fna,708,706,12,38
GCA_045517165.1_ASM4551716v1_genomic.fna,733,716,1,24
GCA_028011355.1_LacJLM2183_1_genomic.fna,724,38,10,24
GCA_001713645.1_ASM171364v1_genomic.fna,748,747,5,5
GCA_013266265.1_ASM1326626v1_genomic.fna,743,668,7,8
GCA_002105175.1_Absrep1_genomic.fna,730,520,9,19
GCA_029991655.1_BAK_1a.nuclear_genome_genomic.fna,733,716,1,24
GCA_964022805.1_CPARSMI798_genomic.fna,723,715,6,29
GCA_020499485.1_ASM2049948v1_genomic.fna,744,743,8,6
GCA_046127475.1_ASM4612747v1_genomic.fna,747,734,1,10
GCA_016255985.1_ASM1625598v1_genomic.fna,45,45,45,668
GCA_011763875.1_ASM1176387v1_genomic.fna,696,530,27,35
GCA_020501985.1_ASM2050198v1_genomic.fna,745,744,6,7
GCA_027945595.1_F_torr_CF00136_genomic.fna,748,746,3,7
GCA_004325065.1_BEOM2_v1_genomic.fna,154,134,40,564
GCA_035928255.1_ASM3592825v1_genomic.fna,754,752,3,1
GCA_000975975.3_Sc_YJM450_v1_genomic.fna,733,716,1,24
GCA_016906575.1_ASM1690657v1_genomic.fna,743,100,1,14
GCA_036872775.1_ASM3687277v1_genomic.fna,736,310,10,12
GCA_004369065.1_Plucer1_genomic.fna,739,732,5,14
GCA_015847195.1_UCR_MzychaePUSTF9C_1.0_genomic.fna,731,665,13,14
GCA_013396095.1_ASM1339609v1_genomic.fna,751,747,1,6
GCA_022832015.1_ASM2283201v1_genomic.fna,746,744,4,8
GCA_013365065.1_LMA-1028_V2_genomic.fna,747,688,3,8
GCA_026054615.1_ASM2605461v1_genomic.fna,744,743,3,11
GCA_011950945.2_ASM1195094v2_genomic.fna,713,539,16,29
GCA_022578495.1_Nemani1_genomic.fna,743,740,4,11
GCA_020571815.1_ASM2057181v1_genomic.fna,746,744,7,5
GCA_027946385.1_ASM2794638v1_genomic.fna,747,743,3,8
GCA_949124385.1_ALH_1c.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_000975795.2_Sc_YJM248_v1_genomic.fna,733,715,1,24
GCA_040142855.1_UCR_Afum_47-10_1.0_genomic.fna,745,742,6,7
GCA_024704695.1_ASM2470469v1_genomic.fna,741,739,8,9
GCA_011763695.1_ASM1176369v1_genomic.fna,696,529,26,36
GCA_028828565.1_ASM2882856v1_genomic.fna,724,720,15,19
GCA_019924735.1_ASM1992473v1_genomic.fna,545,217,140,73
GCA_011801055.2_ASM1180105v2_genomic.fna,710,539,18,30
GCA_020503935.1_ASM2050393v1_genomic.fna,746,745,5,7
GCA_900106125.1_PYCC_4715_assembly_genomic.fna,701,700,22,35
GCA_000346795.1_pde_v1.0_genomic.fna,749,747,3,6
GCA_949124715.1_BAL_1a.nuclear_genome.ScRAP_genomic.fna,732,715,1,25
GCA_016695475.1_Suidec1_genomic.fna,726,714,8,24
GCA_003615045.1_Caupr1_genomic.fna,518,513,47,193
GCA_037672785.1_PSPO01_genomic.fna,748,746,5,5
GCA_013396255.1_ASM1339625v1_genomic.fna,749,745,3,6
GCA_038497805.1_Lipmes1_genomic.fna,717,711,24,17
GCA_022836615.1_Annbov1_genomic.fna,752,751,1,5
GCA_030270465.1_ASM3027046v1_genomic.fna,748,744,4,6
GCA_038497385.1_Lipotetr1_genomic.fna,724,717,19,15
GCA_035928445.1_ASM3592844v1_genomic.fna,753,752,3,2
GCA_023645895.1_KEW_Uvel_genomic.fna,675,672,35,48
GCA_024244305.1_ASM2424430v1_genomic.fna,749,747,6,3
GCA_025716855.1_Pilano1_genomic.fna,730,645,5,23
GCA_012932255.1_RIKEN_CfrS1_1_genomic.fna,747,744,4,7
GCA_027923885.1_AtubIFM56815_1.0_genomic.fna,748,745,3,7
GCA_938049765.3_NO1_Genome_3_genomic.fna,617,617,71,70
GCA_036320685.1_ASM3632068v1_genomic.fna,754,753,2,2
GCA_011067015.1_ASM1106701v1_genomic.fna,746,745,7,5
GCA_041121675.1_ASM4112167v1_genomic.fna,723,710,3,32
GCA_963556695.1_KHLLAP_genomic.fna,748,746,3,7
GCA_016097855.1_UCR_MgamAD045_1.0_genomic.fna,723,663,15,20
GCA_947243785.1_Skud-ZP591_genomic.fna,732,715,1,25
GCA_003012285.1_Fusarium_longipes_NRRL20695_FLONG3_contigs_genomic.fna,744,741,6,8
GCA_024761785.1_ASM2476178v1_genomic.fna,604,196,108,46
GCA_031213615.1_MorSM40-3_genomic.fna,722,720,18,18
GCA_020578295.1_ASM2057829v1_genomic.fna,747,745,6,5
GCA_040143965.1_BranAGB5_UCR_1.0_genomic.fna,694,512,32,32
GCA_900290415.1_version1_genomic.fna,736,733,8,14
GCA_012182655.1_ASM1218265v1_genomic.fna,746,742,6,6
GCA_024243705.1_naus_LUAm26_genomic.fna,152,145,32,574
GCA_018360865.1_CSU_Clav55_v1_genomic.fna,747,742,5,6
GCA_000977145.2_Sc_YJM1332_v1_genomic.fna,733,716,1,24
GCA_024761135.1_ASM2476113v1_genomic.fna,583,221,127,48
GCA_022831205.1_ASM2283120v1_genomic.fna,748,746,4,6
GCA_030869315.1_CCUS01_genomic.fna,746,743,3,9
GCA_000975675.2_Sc_YJM1083_v1_genomic.fna,731,714,1,26
GCA_016628085.1_Suiocc1_genomic.fna,711,608,15,32
GCA_000622995.1_Tric_rubr_D6_V1_genomic.fna,743,740,5,10
GCA_029168975.1_ASM2916897v1_genomic.fna,746,741,1,11
GCA_002894205.1_A5MHv2.1_genomic.fna,750,747,3,5
GCA_020577905.1_ASM2057790v1_genomic.fna,747,745,6,5
GCA_020574055.1_ASM2057405v1_genomic.fna,747,745,6,5
GCA_002897155.2_Rir_HGAP_ii_V2.1_genomic.fna,719,703,11,28
GCA_949125495.1_CCT_1a.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_002920065.1_ASM292006v1_genomic.fna,623,561,28,107
GCA_027924085.1_AbraCBS73388_1.0_genomic.fna,737,733,5,16
GCA_018296245.1_ASM1829624v1_genomic.fna,750,746,1,7
GCA_029990965.1_AAR.nuclear_genome_genomic.fna,733,715,1,24
GCA_020570685.1_ASM2057068v1_genomic.fna,747,745,6,5
GCA_011801555.2_ASM1180155v2_genomic.fna,709,536,17,32
GCA_024762025.1_ASM2476202v1_genomic.fna,562,278,133,63
GCA_013758895.1_ASM1375889v1_genomic.fna,751,747,2,5
GCA_008065275.1_ASM806527v1_genomic.fna,721,719,7,30
GCA_020499115.1_ASM2049911v1_genomic.fna,743,742,8,7
GCA_000818155.1_ASM81815v1_genomic.fna,746,745,2,10
GCA_020080795.1_ASM2008079v1_genomic.fna,696,694,29,33
GCA_020574365.1_ASM2057436v1_genomic.fna,747,745,6,5
GCA_029991355.1_CPG_1a.nuclear_genome_genomic.fna,733,716,1,24
GCA_018894095.1_ASM1889409v1_genomic.fna,748,739,1,9
GCA_009428275.1_AAFC_TLATCC42080_1_genomic.fna,623,622,48,87
GCA_000825725.1_Rmicro_CBS_344.29_Allpaths-LG_genomic.fna,712,279,15,31
GCA_029618305.1_ASM2961830v1_genomic.fna,747,746,5,6
GCA_028024355.1_ASM2802435v1_genomic.fna,751,750,2,5
GCA_000935105.1_Cryp_gatt_NT-10_V1_genomic.fna,713,712,11,34
GCA_000976605.3_Sc_YJM990_v1_genomic.fna,717,701,2,39
GCA_028828875.1_ASM2882887v1_genomic.fna,743,741,7,8
GCA_029531965.1_YarliY64008_1_genomic.fna,744,743,3,11
GCA_024336345.1_MarPMI226_genomic.fna,750,747,3,5
GCA_040143875.1_ASM4014387v1_genomic.fna,741,740,2,15
GCA_027577115.1_UCR_CoemS680_1.0_genomic.fna,612,604,50,96
GCA_020581045.1_ASM2058104v1_genomic.fna,747,745,6,5
GCA_020499015.1_ASM2049901v1_genomic.fna,747,746,6,5
GCA_027577975.1_UCR_CoemRSA2681_1.0_genomic.fna,390,388,140,228
GCA_027577345.1_UCR_CoemRSA637_1.0_genomic.fna,540,527,81,137
GCA_020499395.1_ASM2049939v1_genomic.fna,746,745,5,7
GCA_949124935.1_CEQ_1a.nuclear_genome.ScRAP_genomic.fna,732,715,2,24
GCA_949126015.1_CQI_4a.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_004917495.1_ASM491749v1_genomic.fna,752,751,2,4
GCA_949124255.1_AIS_collapsed.nuclear_genome.ScRAP_genomic.fna,729,712,4,25
GCA_030805415.1_CspeluHIS016_v1_genomic.fna,712,710,13,33
GCA_020569945.1_ASM2056994v1_genomic.fna,747,745,6,5
GCA_020500605.1_ASM2050060v1_genomic.fna,747,746,5,6
GCA_023645885.1_KEW_Clig_genomic.fna,652,650,32,74
GCA_027923725.1_AnigIFM63326_1.0_genomic.fna,749,745,1,8
GCA_027595805.1_UCR_CoemD160_1.0_genomic.fna,661,652,28,69
GCA_020499905.1_ASM2049990v1_genomic.fna,747,746,6,5
GCA_004325045.1_FIOER33_v1_genomic.fna,150,141,38,570
GCA_027923605.1_AtubIFM54640_1.0_genomic.fna,748,745,3,7
GCA_020572315.1_ASM2057231v1_genomic.fna,746,744,7,5
GCA_022829765.1_ASM2282976v1_genomic.fna,746,744,4,8
GCA_020501545.1_ASM2050154v1_genomic.fna,747,746,5,6
GCA_022478815.1_Dalba1_genomic.fna,751,750,0,7
GCA_904855205.1_Cyphbasidiales_sp_Tagirdzhanova-0007_MAG_genomic.fna,658,656,36,64
GCA_949125035.1_CFC_collapsed.nuclear_genome.ScRAP_genomic.fna,724,707,5,29
GCA_000326105.1_ASM32610v1_genomic.fna,728,152,4,26
GCA_949124855.1_BAF_collapsed.nuclear_genome.ScRAP_genomic.fna,728,709,2,28
GCA_042464655.1_ASM4246465v1_genomic.fna,749,745,0,9
GCA_030036275.1_BPK_collapsed.nuclear_genome_genomic.fna,732,714,2,24
GCA_020503535.1_ASM2050353v1_genomic.fna,748,747,5,5
GCA_020502985.1_ASM2050298v1_genomic.fna,744,743,8,6
GCA_020500545.1_ASM2050054v1_genomic.fna,741,740,10,7
GCA_023509805.1_Fusoxalb1_genomic.fna,750,744,2,6
GCA_947370495.1_APG.nuclear_genome_genomic.fna,733,716,1,24
GCA_022814235.1_ASM2281423v1_genomic.fna,755,754,0,3
GCA_018360375.1_CSU_LM77_v1_genomic.fna,731,726,14,13
GCA_025602905.1_Triarc1_genomic.fna,662,648,23,73
GCA_019207175.1_ASM1920717v1_genomic.fna,723,722,6,29
GCA_029989255.1_BCN.nuclear_genome_genomic.fna,733,715,1,24
GCA_013053245.1_LU_AGP_1.0_genomic.fna,738,734,6,14
GCA_019924215.1_ASM1992421v1_genomic.fna,562,275,130,66
GCA_022788435.1_ASM2278843v1_genomic.fna,750,747,2,6
GCA_022225985.2_ASM2222598v2_genomic.fna,749,747,3,6
GCA_028024125.1_ASM2802412v1_genomic.fna,752,751,2,4
GCA_000977685.2_Sc_YJM1415_v1_genomic.fna,733,716,1,24
GCA_004917445.1_ASM491744v1_genomic.fna,752,750,3,3
GCA_949124645.1_BBL.nuclear_genome.ScRAP_genomic.fna,732,715,2,24
GCA_022832175.1_ASM2283217v1_genomic.fna,748,746,3,7
GCA_001854445.2_ASM185444v2_genomic.fna,729,727,3,26
GCA_001687445.1_Obbri1_genomic.fna,725,723,11,22
GCA_042366435.1_Acrth1_genomic.fna,618,612,70,70
GCA_004918005.1_ASM491800v1_genomic.fna,688,687,13,57
GCA_000151125.2_ASM15112v2_genomic.fna,745,741,2,11
GCA_024704575.1_ASM2470457v1_genomic.fna,742,740,8,8
GCA_903819455.1_AWRI4229_genomic.fna,751,749,0,7
GCA_003610855.1_ASM361085v1_genomic.fna,750,748,3,5
GCA_949125785.1_CPS_collapsed.nuclear_genome.ScRAP_genomic.fna,720,700,7,31
GCA_004918995.1_ASM491899v1_genomic.fna,689,688,14,55
GCA_024761115.1_ASM2476111v1_genomic.fna,751,750,4,3
GCA_018296265.1_ASM1829626v1_genomic.fna,751,747,1,6
GCA_030868995.1_CMEL01_genomic.fna,748,746,2,8
GCA_032988175.1_ASM3298817v1_genomic.fna,748,746,0,10
GCA_010724635.1_ASM1072463v1_genomic.fna,746,745,3,9
GCA_025504975.1_ASM2550497v1_genomic.fna,749,746,2,7
GCA_021442365.1_FMB_K23123_genomic.fna,744,741,6,8
GCA_000183025.1_ASM18302v1_genomic.fna,102,102,218,438
GCA_911175135.1_Psal_CBS135391_genomic.fna,746,742,3,9
GCA_024761015.1_ASM2476101v1_genomic.fna,751,750,4,3
GCA_023141275.1_ASM2314127v1_genomic.fna,746,744,3,9
GCA_000320785.2_RHOziaDV1.0_genomic.fna,654,651,30,74
GCA_030553385.1_ASM3055338v1_genomic.fna,753,10,3,2
GCA_020503085.1_ASM2050308v1_genomic.fna,745,744,7,6
GCA_911174975.1_Pnal_ESE00259_genomic.fna,750,744,1,7
GCA_020572645.1_ASM2057264v1_genomic.fna,746,744,7,5
GCA_020500275.1_ASM2050027v1_genomic.fna,745,744,5,8
GCA_910592225.1_Rhizophagus_irregularis_DAOM197198_genomic.fna,715,701,13,30
GCA_030061855.1_Pva_DTO27B6_1_genomic.fna,749,743,2,7
GCA_000350255.1_ASM35025v1_genomic.fna,458,427,153,147
GCA_015529515.1_UCR_MspNRRLA10996_1.0_genomic.fna,733,672,10,15
GCA_002219195.1_ASM221919v1_genomic.fna,724,711,3,31
GCA_036971715.1_ASM3697171v1_genomic.fna,743,742,6,9
GCA_038497775.1_Dipuni1_genomic.fna,727,722,18,13
GCA_020500205.1_ASM2050020v1_genomic.fna,746,745,4,8
GCA_020499975.1_ASM2049997v1_genomic.fna,746,745,5,7
GCA_020510485.1_ASM2051048v1_genomic.fna,743,742,7,8
GCA_911693285.1_Hyemnoscyphus_albidus_111_1_4_genomic.fna,745,742,2,11
GCA_020501145.1_ASM2050114v1_genomic.fna,744,743,8,6
GCA_018360085.1_CSU_LM583_v1_genomic.fna,740,736,9,9
GCA_020580775.1_ASM2058077v1_genomic.fna,747,745,6,5
GCA_905219655.1_AG6-10EEA_genomic.fna,699,696,14,45
GCA_027577135.1_UCR_CoemS3946_1.0_genomic.fna,670,505,24,64
GCA_905219595.1_AG3-1A1_genomic.fna,728,437,4,26
GCA_022813615.2_Kobscura_JC1009_genomic.fna,744,743,1,13
GCA_900106115.1_CBS_141442_assembly_genomic.fna,734,733,0,24
GCA_004918915.1_ASM491891v1_genomic.fna,689,688,13,56
GCA_001879275.1_Conlig_v1.0_genomic.fna,746,742,5,7
GCA_035930125.1_ASM3593012v1_genomic.fna,751,748,5,2
GCA_016584165.1_ASM1658416v1_genomic.fna,722,718,9,27
GCA_020500065.1_ASM2050006v1_genomic.fna,745,744,6,7
GCA_001634645.1_GLBRCY22-3_genomic.fna,733,716,1,24
GCA_035926155.1_ASM3592615v1_genomic.fna,754,27,1,3
GCA_900074715.1_LAME0_genomic.fna,746,745,1,11
GCA_013396015.1_ASM1339601v1_genomic.fna,750,746,3,5
GCA_027577845.1_UCR_CoemRSA2702_1.0_genomic.fna,347,339,145,266
GCA_023141355.1_ASM2314135v1_genomic.fna,748,744,3,7
GCA_020579815.1_ASM2057981v1_genomic.fna,746,744,7,5
GCA_900180425.1_ASM90018042v1_genomic.fna,723,708,3,32
GCA_020499255.1_ASM2049925v1_genomic.fna,745,744,6,7
GCA_000827185.1_Hydpi2_genomic.fna,722,708,10,26
GCA_002204255.1_ASM220425v1_genomic.fna,746,745,5,7
GCA_020080175.1_ASM2008017v1_genomic.fna,731,728,6,21
GCA_020501835.1_ASM2050183v1_genomic.fna,748,747,4,6
GCA_020500475.1_ASM2050047v1_genomic.fna,744,743,7,7
GCA_042258205.1_ASM4225820v1_genomic.fna,749,747,2,7
GCA_029991075.1_BGP_1a.nuclear_genome_genomic.fna,733,716,1,24
GCA_015499975.1_UCR_DornN22417_1.0_genomic.fna,715,655,20,23
GCA_003320035.1_VdGwydir1A3_genomic.fna,719,717,10,29
GCA_013201765.1_ASM1320176v1_genomic.fna,748,743,3,7
GCA_035931835.1_ASM3593183v1_genomic.fna,751,748,5,2
GCA_035928505.1_ASM3592850v1_genomic.fna,754,752,3,1
GCA_022385605.1_XylFL0594_genomic.fna,744,741,2,12
GCA_032989685.1_ASM3298968v1_genomic.fna,683,681,42,33
GCA_000365145.2_Phia_euro_CBS_101466_V1_genomic.fna,745,744,4,9
GCA_009193665.1_Asppsec1_genomic.fna,745,742,5,8
GCA_043229235.1_ASM4322923v1_genomic.fna,748,746,4,6
GCA_949122215.1_AVN_HP.nuclear_genome.ScRAP_genomic.fna,731,49,2,25
GCA_949125285.1_CGH_3_collapsed.nuclear_genome.ScRAP_genomic.fna,731,714,2,25
GCA_014898415.1_ASM1489841v1_genomic.fna,744,742,3,11
GCA_011763915.1_ASM1176391v1_genomic.fna,706,537,21,31
GCA_020579825.1_ASM2057982v1_genomic.fna,746,743,7,5
GCA_020310725.1_ASM2031072v1_genomic.fna,752,751,3,3
GCA_000976425.2_Sc_YJM972_v1_genomic.fna,733,716,1,24
GCA_003367725.1_Polbr1_genomic.fna,732,724,6,20
GCA_000271745.2_FO_FOSC_3_a_V1_genomic.fna,750,748,2,6
GCA_002554575.1_Amanita_thiersii_v1.0_genomic.fna,729,728,9,20
GCA_900096645.1_version_1_genomic.fna,751,746,2,5
GCA_027578475.1_UCR_CoemRSA2607_1.0_genomic.fna,527,487,83,148
GCA_018127085.1_P2C.v1.0_genomic.fna,673,671,7,78
GCA_020500195.1_ASM2050019v1_genomic.fna,745,744,6,7
GCA_000827475.1_Paxillus_involutus_ATCC_200175_v1.0_genomic.fna,696,677,28,34
GCA_949124905.1_CNB_1a.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_000662435.2_Sc_YJM993_v1_genomic.fna,733,716,1,24
GCA_027578395.1_UCR_CoemRSA1939_1.0_genomic.fna,646,400,34,78
GCA_011066905.1_ASM1106690v1_genomic.fna,740,739,7,11
GCA_030036355.2_CGH_3_HP.nuclear_genome_genomic.fna,644,626,6,108
GCA_030867325.1_Colsu1_genomic.fna,748,746,2,8
GCA_023646325.1_KEW_Tfla_genomic.fna,713,712,15,30
GCA_029233265.1_Mycale1_genomic.fna,727,547,7,24
GCA_030036075.1_ALI_collapsed.nuclear_genome_genomic.fna,726,700,5,27
GCA_003698155.1_Yarlip1_genomic.fna,729,727,4,25
GCA_001717485.1_ASM171748v1_genomic.fna,749,730,3,6
GCA_013396025.1_ASM1339602v1_genomic.fna,750,747,2,6
GCA_022831085.1_ASM2283108v1_genomic.fna,748,746,4,6
GCA_000446055.1_Colletotrichum_gloeosporioides1_genomic.fna,685,682,33,40
GCA_947370025.1_BFP_1a.nuclear_genome_genomic.fna,733,716,1,24
GCA_000260495.2_FO_melonis_V1_genomic.fna,749,745,2,7
GCA_949124295.1_ACH.nuclear_genome.ScRAP_genomic.fna,733,715,1,24
GCA_022830155.1_ASM2283015v1_genomic.fna,749,747,2,7
GCA_004307905.1_Dicsqu464_1_genomic.fna,721,718,15,22
GCA_003574525.1_ASM357452v1_genomic.fna,748,746,3,7
GCA_010405405.1_Micmi1_genomic.fna,746,744,4,8
GCA_026210745.1_ASM2621074v1_genomic.fna,719,717,12,27
GCA_020501905.1_ASM2050190v1_genomic.fna,748,747,7,3
GCA_003547095.1_Glomus_Soap2_v3.1.nr.fa_genomic.fna,699,688,22,37
GCA_013365075.1_LMA-77_final_genomic.fna,748,689,2,8
GCA_020576365.1_ASM2057636v1_genomic.fna,747,745,6,5
GCA_030864445.1_ASM3086444v1_genomic.fna,698,695,11,49
GCA_019924815.1_ASM1992481v1_genomic.fna,756,752,0,2
GCA_949125245.1_BAD_collapsed.nuclear_genome.ScRAP_genomic.fna,731,713,1,26
GCA_021176775.1_ASM2117677v1_genomic.fna,746,744,0,12
GCA_020501115.1_ASM2050111v1_genomic.fna,745,744,6,7
GCA_035927145.1_ASM3592714v1_genomic.fna,753,752,1,4
GCA_025330735.1_MorGBAus27b_1_genomic.fna,733,676,6,19
GCA_022606155.1_Artele1122_1_genomic.fna,727,727,7,24
GCA_020578375.1_ASM2057837v1_genomic.fna,747,745,6,5
GCA_019924155.1_ASM1992415v1_genomic.fna,549,242,148,61
GCA_030052785.1_ASM3005278v1_genomic.fna,749,748,4,5
GCA_029990125.1_ADE.nuclear_genome_genomic.fna,733,716,1,24
GCA_027579955.1_UCR_CoacBCRC34181_1.0_genomic.fna,405,402,135,218
GCA_000968475.1_Huva2.0_genomic.fna,497,491,28,233
GCA_000774085.1_Cand_albi_P87_V2_genomic.fna,725,714,4,29
GCA_000190235.1_ScVL3_v01_genomic.fna,630,613,50,78
GCA_040142955.1_UCR_Afum_ATCC46645_1.0_genomic.fna,746,745,6,6
GCA_002946385.1_ASM294638v1_genomic.fna,740,689,4,14
GCA_949124375.1_ADM_collapsed.nuclear_genome.ScRAP_genomic.fna,707,692,15,36
GCA_018360045.1_CSU_CCC1504_v1_genomic.fna,749,746,5,4
GCA_911175305.1_Pnal_LCP03915_genomic.fna,751,746,1,6
GCA_027577615.1_UCR_CoemRSA451_1.0_genomic.fna,600,591,66,92
GCA_020797225.1_ASM2079722v1_genomic.fna,724,711,3,31
GCA_000975885.2_Sc_YJM320_v1_genomic.fna,733,715,1,24
GCA_000503235.1_SBOR_1_genomic.fna,750,748,3,5
GCA_949124915.1_CLN.nuclear_genome.ScRAP_genomic.fna,731,714,1,26
GCA_023065755.1_DallocAZ0526_2_genomic.fna,754,752,0,4
GCA_020747045.1_Phapo1_genomic.fna,746,741,4,8
GCA_036674775.1_ASM3667477v1_genomic.fna,750,749,0,8
GCA_015679535.1_UCR_MhortCK413_1.0_genomic.fna,708,652,13,37
GCA_002087915.1_ASM208791v1_genomic.fna,104,100,28,626
GCA_949124695.1_BHH.nuclear_genome.ScRAP_genomic.fna,733,714,1,24
GCA_022788405.1_ASM2278840v1_genomic.fna,750,747,2,6
GCA_015502465.1_UCR_Msp14UC_1.0_genomic.fna,719,664,16,23
GCA_035928285.1_ASM3592828v1_genomic.fna,754,752,3,1
GCA_022578955.1_HyFL1857_1_genomic.fna,750,749,1,7
GCA_905071725.1_OA2_assembly_genomic.fna,626,623,44,88
GCA_027604185.1_ASM2760418v1_genomic.fna,586,575,45,127
GCA_027945335.1_F_oxy_CF00165_genomic.fna,714,710,3,41
GCA_011764265.1_ASM1176426v1_genomic.fna,652,529,49,57
GCA_003268335.1_ASM326833v1_genomic.fna,744,741,2,12
GCA_027578655.1_UCR_CoemRSA1694_1.0_genomic.fna,382,378,143,233
GCA_033220425.1_Lene_EWU_01_genomic.fna,749,745,1,8
GCA_027603945.1_ASM2760394v1_genomic.fna,602,578,34,122
GCA_000977475.3_Sc_YJM1387_v1_genomic.fna,733,715,1,24
GCA_003589665.1_phiScl_1.0_genomic.fna,740,735,4,14
GCA_027576995.1_UCR_DicrRSA1219_1.0_genomic.fna,653,650,39,66
GCA_000151175.1_ASM15117v1_genomic.fna,724,721,17,17
GCA_947369765.1_BHH.nuclear_genome_genomic.fna,733,714,1,24
GCA_020580075.1_ASM2058007v1_genomic.fna,746,744,7,5
GCA_016097715.1_ASM1609771v1_genomic.fna,727,650,7,24
GCA_009982845.1_Delst1_genomic.fna,752,751,2,4
GCA_012959185.1_ASM1295918v1_genomic.fna,747,745,3,8
GCA_027577715.1_UCR_CoemRSA2706_1.0_genomic.fna,364,358,142,252
GCA_020536115.1_ASM2053611v1_genomic.fna,726,725,6,26
