Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_007026445.1	Auramp1	Auriculariopsis ampla	97359			NL-1724					Annotation submitted by DOE Joint Genome Institute	Contig	2019-07-16	VDMD01	
GCA_001481775.2	TGAM01v2	Trichoderma gamsii	398673			T6085					Annotation submitted by University of Pisa	Scaffold	2018-02-02	JPDN02	172
GCF_001481775.2	TGAM01v2	Trichoderma gamsii	398673			T6085					Annotation submitted by University of Pisa	Scaffold	2018-02-02	JPDN02	172
GCA_018404265.1	Aspvir_assembly01	Aspergillus viridinutans	75553			IFM 47045					Annotation submitted by Medical Mycology Research Center	Scaffold	2021-03-12	BOPL01	47
GCF_018404265.1	Aspvir_assembly01	Aspergillus viridinutans	75553			IFM 47045					Annotation submitted by Medical Mycology Research Center	Scaffold	2021-03-12	BOPL01	47
GCA_019049425.1	ASM1904942v1	Scheffersomyces spartinae	45513			ARV_011					Annotation submitted by University of Minnesota - Twin Cities	Contig	2021-06-28	JAHMUF01	
GCF_019049425.1	ASM1904942v1	Scheffersomyces spartinae	45513			ARV_011					Annotation submitted by University of Minnesota - Twin Cities	Contig	2021-06-28	JAHMUF01	
GCA_001642045.1	Parsp1	Paraphaeosphaeria sporulosa	1460663			AP3s5-JAC2a					Annotation submitted by DOE Joint Genome Institute	Scaffold	2016-05-11	LXPO01	61
GCF_001642045.1	Parsp1	Paraphaeosphaeria sporulosa	1460663			AP3s5-JAC2a					Annotation submitted by DOE Joint Genome Institute	Scaffold	2016-05-11	LXPO01	61
GCA_016628565.1	Suipla1	Suillus placidus	48579			DOB743					Annotation submitted by DOE Joint Genome Institute	Contig	2021-01-13	JABBWD01	
GCA_030869305.1	CTAM01	Colletotrichum tamarilloi	1209934			Tom-12					Annotation submitted by University of Western Brittany	Scaffold	2023-08-24	MLFU01	603
GCF_030869305.1	CTAM01	Colletotrichum tamarilloi	1209934			Tom-12					Annotation submitted by University of Western Brittany	Scaffold	2023-08-24	MLFU01	603
GCA_025716855.1	Pilano1	Pilaira anomala	64641			RSA1997					Annotation submitted by DOE Joint Genome Institute	Contig	2022-10-16	JAIXMQ01	
GCA_001907595.1	ASM190759v1	Talaromyces atroroseus	1441469			IBT 11181					Annotation submitted by Technical University of Denmark	Scaffold	2016-12-16	LFMY01	48
GCF_001907595.1	ASM190759v1	Talaromyces atroroseus	1441469			IBT 11181					Annotation submitted by Technical University of Denmark	Scaffold	2016-12-16	LFMY01	48
GCA_022495235.1	Xylcur114988_1	Xylaria curta	42375			CBS 114988					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-02-28	JAJJXH01	269
GCA_016758785.1	Suibov1	Suillus bovinus	48563			UH-Sbo-P2					Annotation submitted by DOE Joint Genome Institute	Contig	2021-01-27	JABBWO01	
GCF_016758785.1	Suibov1	Suillus bovinus	48563			UH-Sbo-P2					Annotation submitted by DOE Joint Genome Institute	Contig	2021-01-27	JABBWO01	
GCA_022478825.1	Dalcal1	Daldinia caldariorum	326644			CBS 122874					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-03-03	JAJNNR01	45
GCF_022478825.1	Dalcal1	Daldinia caldariorum	326644			CBS 122874					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-03-03	JAJNNR01	45
GCA_009193545.1	Aspara19utr	Aspergillus arachidicola	656916			CBS 117612					Annotation submitted by DOE Joint Genome Institute	Scaffold	2019-10-18	STFM01	451
GCA_022606075.1	Pipbet1_1	Fomitopsis betulina	40450			CIRM-BRFM 1772					Annotation submitted by DOE Joint Genome Institute	Contig	2022-03-16	JABYQK01	
GCA_022495145.1	Xylbam139988_1	Xylaria bambusicola	326684			CBS 139988					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-02-28	JAJJWZ01	233
GCF_022495145.1	Xylbam139988_1	Xylaria bambusicola	326684			CBS 139988					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-02-28	JAJJWZ01	233
GCA_014839935.2	UCR_Emusc_Berkeley_Nanopore.2	Entomophthora muscae	34485			Berkeley					UC Riverside - Jason Stajich Entomophthora muscae strain UCB Release 2	Scaffold	2023-05-18	QTSX02	7810
GCA_009193445.1	Asppset1	Aspergillus pseudotamarii	132259			CBS 117625					Annotation submitted by DOE Joint Genome Institute	Scaffold	2019-10-18	STFH01	249
GCF_009193445.1	Asppset1	Aspergillus pseudotamarii	132259			CBS 117625					Annotation submitted by DOE Joint Genome Institute	Scaffold	2019-10-18	STFH01	249
GCA_010724455.1	ASM1072445v1	Aspergillus lentulus	293939			IFM 58399					Annotation submitted by Medical Mycology Research Center	Scaffold	2020-02-04	BLKH01	760
GCF_010724455.1	ASM1072445v1	Aspergillus lentulus	293939			IFM 58399					Annotation submitted by Medical Mycology Research Center	Scaffold	2020-02-04	BLKH01	760
GCA_000264905.1	Stehi1	Stereum hirsutum FP-91666 SS1	721885			FP-91666 SS1					Annotation submitted by JGI	Scaffold	2012-06-04	AEGX01	159
GCF_000264905.1	Stehi1	Stereum hirsutum FP-91666 SS1	721885			FP-91666 SS1					Annotation submitted by JGI	Scaffold	2012-06-04	AEGX01	159
GCA_025602915.1	Parsed1	Paraphysoderma sedebokerense	1500003			JEL821					Annotation submitted by DOE Joint Genome Institute	Contig	2022-10-05	JAHLJZ01	
GCA_022376515.1	Lacvol1	Lactifluus volemus	71967			BPL652					Annotation submitted by DOE Joint Genome Institute	Contig	2022-02-23	WTXI01	
GCA_003268315.1	ASM326831v1	Stemphylium lycopersici	183478			CIDEFI 212					Annotation submitted by Centro de Investigaciones en Fitopatologias (CIDEFI)	Scaffold	2018-06-27	QGDG01	598
GCA_025331435.1	Chocucu1	Choanephora cucurbitarum	101091			NRRL 2744					Annotation submitted by DOE Joint Genome Institute	Contig	2022-09-20	JAIWNI01	
GCA_030512325.1	ASM3051232v1	Lasiodiplodia hormozganensis	869390			CBS 339.90					Annotation submitted by University of Aveiro	Scaffold	2023-07-20	JAUJDW01	356
GCA_025201785.1	Xyllon1	Xylaria longipes	114818			CBS 148.73					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-09-08	JAJLRH01	974
GCA_000527765.1	Cochliobolus victoriae v1.0	Bipolaris victoriae FI3	930091			FI3					Annotation submitted by JGI	Scaffold	2014-02-03	AMCY01	676
GCF_000527765.1	Cochliobolus victoriae v1.0	Bipolaris victoriae FI3	930091			FI3					Annotation submitted by NCBI RefSeq	Scaffold	2014-02-03	AMCY01	676
GCA_025677835.1	Spoumb1	Sporodiniella umbellata	101117			MES 1446					Annotation submitted by DOE Joint Genome Institute	Contig	2022-10-13	JAIXMR01	
GCA_001481415.2	ASM148141v2	Sanghuangporus baumii	108892			821					Annotation submitted by China University of Petroleum	Scaffold	2016-03-04	LNZH02	217
GCA_001625285.1	Ci238704v1	Colletotrichum incanum	1573173			MAFF 238704					Annotation submitted by Max Planck Genome Center Cologne	Scaffold	2016-04-19	LFIW01	2896
GCA_002865625.1	Rhier1	Hyaloscypha hepaticicola	2082293			UAMH 7357					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-01-08	LYBP01	267
GCA_015039365.1	Amarub1	Amanita rubescens	71933			Prilba					Annotation submitted by DOE Joint Genome Institute	Contig	2020-10-28	WION01	
GCA_004369125.1	Ptegra1	Pterula gracilis	1884261			CBS 309.79					Annotation submitted by DOE Joint Genome Institute	Scaffold	2019-03-25	QPFO01	221
GCA_022478985.1	UCR_MCPNR19_1.0	Massospora cicadina	348617			MCPNR19					Annotation submitted by University of California, Riverside	Contig	2022-03-04	JAKSZP01	
GCA_030052785.1	ASM3005278v1	Coniochaeta hoffmannii	91930			EXF-13287					Annotation submitted by University of Ljubljana, Biotechnical Faculty	Scaffold	2023-05-19	JANBVN01	384
GCA_004786065.1	Ascni1	Ascodesmis nigricans	341454			CBS 389.68					Annotation submitted by DOE Joint Genome Institute	Scaffold	2019-04-12	SSHT01	176
GCA_016800925.1	Suipic1	Suillus spraguei	5383			EM44					Annotation submitted by DOE Joint Genome Institute	Contig	2021-01-29	JABCPU01	
GCA_000264995.1	Punctularia strigosozonata v1.0	Punctularia strigosozonata HHB-11173 SS5	741275			HHB-11173 SS5					Annotation submitted by JGI	Scaffold	2012-06-11	AEGM01	195
GCF_000264995.1	Punctularia strigosozonata v1.0	Punctularia strigosozonata HHB-11173 SS5	741275			HHB-11173 SS5					Annotation submitted by JGI	Scaffold	2012-06-11	AEGM01	195
GCA_017365405.1	ASM1736540v1	Cadophora malorum	108018			M34					Annotation submitted by European Refreshements	Contig	2021-03-16	JAFJYH01	
GCA_004355085.1	Ricmel1	Rickenella mellea	50990			SZMC22713					Annotation submitted by DOE Joint Genome Institute	Scaffold	2019-03-19	QMKR01	848
GCA_025890175.1	ASM2589017v1	Ciborinia camelliae	647257			ITAC2					Annotation submitted by University of Milan	Scaffold	2022-10-27	JANPYM01	48
GCA_016748015.1	ASM1674801v1	Geosiphon pyriformis	50956			uo1					Annotation submitted by University of Ottawa	Scaffold	2021-01-25	JAAOMT01	792
GCA_015501595.1	Hymrad1	Hymenopellis radicata	937743			IJFM A160					Annotation submitted by DOE Joint Genome Institute	Contig	2020-11-16	JADNRX01	
GCA_033576145.1	Clasam1	Cladorrhinum samala	585594			PSN324					Annotation submitted by DOE Joint Genome Institute	Scaffold	2023-11-02	JAUDZH01	359
GCA_014281905.1	ASM1428190v1	Aspergillus hiratsukae	1194566						CNM-CM5793		Annotation submitted by UNICAMP	Scaffold	2020-08-24	JACBAD01	2130
GCA_001687445.1	Obbri1	Obba rivulosa	1052685			3A-2					Annotation submitted by DOE Joint Genome Institute	Scaffold	2016-07-21	MAXV01	712
GCA_003073855.1	Perma1	Periconia macrospinosa	97972			DSE2036					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-04-30	PCYO01	1566
GCA_022160305.1	Clapy1	Artomyces pyxidatus	48021			HHB10654					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-02-09	JAFLNN01	477
GCA_001913855.2	ASM191385v2	Hermanssonia centrifuga	98765			FBCC195		Sodankyla			Annotation submitted by CBS-KNAW Fungal Biodiversity Centre Institute of the Royal Netherlands Academy of Arts and Science	Contig	2018-03-28	MLYV02	
GCA_004802725.1	ASM480272v1	Antrodiella citrinella	2447956			DSM 108506	SBUG-M 1723				Annotation submitted by IHI Zittau / TU Dresden	Scaffold	2019-04-22	SGPM01	1228
GCA_003547095.1	Glomus_Soap2_v3.1.nr.fa	Diversispora epigaea	1348612			IT104					Annotation submitted by Cornell University	Scaffold	2018-09-12	PQFF01	731
GCA_004802695.1	ASM480269v1	Phellinidium pouzarii	167371			DSM 108285					Annotation submitted by IHI Zittau / TU Dresden	Contig	2019-04-22	SGPK01	
GCA_000986645.1	ASM98664v1	Aspergillus rambellii	308745			SRRC1468					Annotation submitted by USDA-ARS-SRRC	Contig	2015-04-30	JZBS01	
GCA_003550325.1	ASM355032v1	Gigaspora rosea	44941			DAOM 194757					Annotation submitted by INRA	Scaffold	2018-09-12	QKWP01	7499
GCA_007821545.1	CFIA_Lsub_EG2017	Lachnellula subtilissima	602034			CBS 197.66					Annotation submitted by Canadian Food Inspection Agency (CFIA)	Contig	2019-08-01	QGMJ01	
GCA_900010015.1	PRJEB11238_BCW_v1	Tuber aestivum	59557						Montdore		Annotation submitted by Genoscope CEA	Scaffold	2017-10-06	CZPR01	3244
GCA_025201805.1	Parpar1	Parasitella parasitica	35722			NRRL 2501					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-09-08	JALLKT01	450
GCA_015849325.1	UCR_MspKOD1229_1.0	Mortierella antarctica	979670			KOD1229					Annotation submitted by DOE Joint Genome Institute	Scaffold	2020-12-08	JAAAIB01	2186
GCA_003550305.1	ASM355030v1	Glomus cerebriforme	658196			DAOM 227022					Annotation submitted by INRA	Scaffold	2018-09-12	QKYT01	2571
GCA_027627235.1	Agrocybe_chaxingu_MP-N11_reassembly	Agrocybe chaxingu	84603			MP-N11					Annotation submitted by TU Dresden - IHI Zittau	Scaffold	2023-01-10	JANKHO01	4466
GCA_025201675.1	Cunech1	Cunninghamella echinulata	76405			NRRL 1382					Annotation submitted by DOE Joint Genome Institute	Scaffold	2022-09-02	JAIWNG01	2567
GCA_006535955.1	ASM653595v1	Synchytrium endobioticum	286115			MB42					Annotation submitted by Agriculture and Agri-Food Canada	Scaffold	2019-07-01	QEAN01	786
GCA_016098005.1	UCR_MminAD069_1.0	Podila minutissima	64525			AD069					Annotation submitted by DOE Joint Genome Institute	Scaffold	2020-12-16	JAAAIS01	3215
GCA_004681135.1	ASM468113v1	Hericium alpestre	135208			DSM 108284					Annotation submitted by IHI Zittau / TU Dresden	Scaffold	2019-04-05	SFCI01	3534
GCA_027627215.1	Lecanicillium_saksenae_reassembly	Lecanicillium saksenae	468837			VT-O1					Annotation submitted by TU Dresden - IHI Zittau	Contig	2023-01-10	JANAKD01	
GCA_009428275.1	AAFC_TLATCC42080_1	Tilletia laevis	157183			ATCC 42080					Annotation submitted by Agriculture and Agri-Food Canada	Scaffold	2019-10-30	RDSF01	3961
GCA_910592005.1	Funneliformis_mosseae_87-6_pot_B_2015	Funneliformis mosseae	27381			87-6 pot B 2015			87		Annotation submitted by UPPSALA UNIVERISTY	Contig	2021-11-11	CAJVPP01	
GCA_027596945.1	ASM2759694v1	Physocladia obscura	109957			JEL0513					Annotation submitted by University of Michigan	Scaffold	2023-01-09	JADGJH01	6326
GCA_040143965.1	BranAGB5_UCR_1.0	Basidiobolus ranarum	34480			AG-B5					Annotation submitted by University of California, Riverside	Contig	2024-06-12	JASJQH01	
GCA_019633565.1	Serend407_1.0	Serendipita sp. 407	2136033						407		Annotation submitted by University of Missouri	Scaffold	2021-08-16	WSUH01	4028
GCA_003610855.1	ASM361085v1	Erysiphe neolycopersici	212602						UMSG2		Annotation submitted by University of Maryland	Scaffold	2018-10-03	MCFK01	10900
GCA_003611235.1	ASM361123v1	Golovinomyces cichoracearum	62708						UMSG1		Annotation submitted by University of Maryland	Scaffold	2018-10-03	MCBS01	25079
GCA_003850985.1	Aawm_assembly01	Aspergillus awamori	105351			IFM 58123					Annotation submitted by Medical Mycology Research Center	Contig	2018-10-15	BDHI01	
GCA_002846915.2	Aspergillus ochraceoroseus IBT 24754 v1.1	Aspergillus ochraceoroseus IBT 24754	1392256			IBT 24754					Annotation submitted by DOE Joint Genome Institute	Contig	2018-04-16	MSFN02	
GCF_002846915.1	Aspergillus ochraceoroseus IBT 24754 v1.1	Aspergillus ochraceoroseus IBT 24754	1392256			IBT 24754					Annotation submitted by DOE Joint Genome Institute	Contig	2018-04-16	MSFN02	
GCA_030347475.1	UMN_CgA_1	Cadophora gregata	51156						MNR1		Annotation submitted by University of Minnesota	Contig	2023-06-22	JASTTC01	
GCF_030347475.1	UMN_CgA_1	Cadophora gregata	51156						MNR1		Annotation submitted by University of Minnesota	Contig	2023-06-22	JASTTC01	
GCA_002105135.1	Synrac1	Syncephalastrum racemosum	13706			NRRL 2496					Annotation submitted by DOE Joint Genome Institute	Contig	2017-04-20	MCGN01	
GCA_039999085.1	Rhomi1	Cystobasidium minutum MCA 4210	1397322			MCA 4210					Annotation submitted by DOE Joint Genome Institute	Scaffold	2024-05-28	JBCLYN01	38
GCF_039999085.1	Rhomi1	Cystobasidium minutum MCA 4210	1397322			MCA 4210					Annotation submitted by DOE Joint Genome Institute	Scaffold	2024-05-28	JBCLYN01	38
GCA_002865645.1	Melbi2	Hyaloscypha bicolor E	1095630			E					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-01-08	LXPI01	206
GCF_002865645.1	Melbi2	Hyaloscypha bicolor E	1095630			E					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-01-08	LXPI01	206
GCA_043170715.1	Cryan3	Cryomyces antarcticus	329879			CBS 116301					Annotation submitted by DOE Joint Genome Institute	Contig	2024-10-15	JBDRTV01	
GCA_000827325.1	Oidiodendron maius Zn v1.0	Oidiodendron maius Zn	913774			Zn					Annotation submitted by JGI	Scaffold	2015-01-30	JMDP01	100
GCA_000281105.1	Coni_apol_CBS100218 _V1	Coniosporium apollinis CBS 100218	1168221			CBS 100218					Annotation submitted by Broad Institute	Scaffold	2012-07-31	AJKL01	169
GCF_000281105.1	Coni_apol_CBS100218 _V1	Coniosporium apollinis CBS 100218	1168221			CBS 100218					Annotation submitted by Broad Institute	Scaffold	2012-07-31	AJKL01	169
GCA_963674455.1	LECACI7	Lecanosticta acicola	111012								Annotation submitted by Centro Nacional de Análisis Genómico	Contig	2023-12-07	CAVMBE01	
GCA_000827355.1	Hebeloma cylindrosporum h7 v2.0	Hebeloma cylindrosporum	76867			h7					Annotation submitted by DOE Joint Genome Institute	Scaffold	2015-01-30	JMDQ01	176
GCA_003813185.1	Lenti7_1	Lentinus tigrinus ALCF2SS1-7	1328758			ALCF2SS1-7					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-11-21	QKKD01	207
GCF_003813185.1	Lenti7_1	Lentinus tigrinus ALCF2SS1-7	1328758			ALCF2SS1-7					Annotation submitted by DOE Joint Genome Institute	Scaffold	2018-11-21	QKKD01	207
GCA_002102555.1	Catan2	Catenaria anguillulae PL171	765915			PL171					Annotation submitted by DOE Joint Genome Institute	Contig	2017-04-20	MCFL01	
GCA_000392275.1	UCRPA7V03	Phaeoacremonium minimum UCRPA7	1286976			UCRPA7					Annotation submitted by UC Davis	Scaffold	2013-05-16	AORD01	624
GCF_000392275.1	UCRPA7V03	Phaeoacremonium minimum UCRPA7	1286976			UCRPA7					Annotation submitted by UC Davis	Scaffold	2013-05-16	AORD01	624
GCA_000600275.1	Eurhe1	Aspergillus ruber CBS 135680	1388766			CBS 135680					Annotation submitted by DOE Joint Genome Institute	Scaffold	2014-03-27	AWRT01	110
GCF_000600275.1	Eurhe1	Aspergillus ruber CBS 135680	1388766			CBS 135680					Annotation submitted by DOE Joint Genome Institute	Scaffold	2014-03-27	AWRT01	110
GCA_000150975.2	MS_CBS118893	Nannizzia gypsea CBS 118893	535722			CBS 118893					Annotation submitted by Broad Institute	Scaffold	2015-07-16	ABQE01	18
GCF_000150975.2	MS_CBS118893	Nannizzia gypsea CBS 118893	535722			CBS 118893					Annotation submitted by Broad Institute	Scaffold	2015-07-16	ABQE01	18
GCA_001006345.1	UCRPA7V1.0	Phaeomoniella chlamydospora	158046						UCRPC4		Annotation submitted by University of California Davis	Scaffold	2015-05-13	LCWF01	702
GCA_042370625.1	Mychet1	Thermothelomyces heterothallicus CBS 202.75	1149848			CBS 202.75					Annotation submitted by DOE Joint Genome Institute	Scaffold	2024-09-19	JBBPEI01	86
GCF_042370625.1	Mychet1	Thermothelomyces heterothallicus CBS 202.75	1149848			CBS 202.75					Annotation submitted by DOE Joint Genome Institute	Scaffold	2024-09-19	JBBPEI01	86
GCA_000697705.1	Botbo1	Botryobasidium botryosum FD-172 SS1	930990			FD-172 SS1					Annotation submitted by JGI	Scaffold	2014-06-05	AYEP01	334
GCA_000151505.1	ASM15150v1	Trichophyton verrucosum HKI 0517	663202			HKI 0517					Annotation submitted by Arthroderma Genome Sequencing Consortium	Scaffold	2010-03-17	ACYE01	523
GCF_000151505.1	ASM15150v1	Trichophyton verrucosum HKI 0517	663202			HKI 0517					Annotation submitted by NCBI RefSeq	Scaffold	2010-03-17	ACYE01	523
GCA_000300595.1	Phanerochaete carnosa HHB-10118-Sp v1.0	Phanerochaete carnosa HHB-10118-sp	650164			HHB-10118-sp					Annotation submitted by DOE Joint Genome Institute	Scaffold	2012-10-16	AEHB01	1137
GCF_000300595.1	Phanerochaete carnosa HHB-10118-Sp v1.0	Phanerochaete carnosa HHB-10118-sp	650164			HHB-10118-sp					Annotation submitted by DOE Joint Genome Institute	Scaffold	2012-10-16	AEHB01	1137
GCA_002554575.1	Amanita thiersii v1.0	Amanita thiersii Skay4041	703135			SKay4041					Annotation submitted by JGI	Scaffold	2017-10-16	JDWF01	1446
GCA_000344685.1	Glotr1_1	Gloeophyllum trabeum ATCC 11539	670483			ATCC 11539					Annotation submitted by JGI	Scaffold	2013-03-21	AFVP01	442
GCF_000344685.1	Glotr1_1	Gloeophyllum trabeum ATCC 11539	670483			ATCC 11539					Annotation submitted by JGI	Scaffold	2013-03-21	AFVP01	442
GCA_002705745.1	Coere1	Coemansia reversa NRRL 1564	763665			NRRL 1564					Annotation submitted by JGI	Scaffold	2017-10-23	JZJC01	346
GCA_000442015.1	Rozella_k41_t100	Rozella allomycis CSF55	988480			CSF55					Annotation submitted by University of Michigan	Scaffold	2013-08-05	ATJD01	1059
